Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,SO2
Germany,Papenburg,36,Good,0,Good,36,Good,0,Good,34,Good,53.0667,7.4,1
Poland,Parczew,53,Moderate,1,Good,37,Good,1,Good,53,Moderate,51.6333,22.8667,3
United States of America,Parkersburg,36,Good,2,Good,36,Good,3,Good,28,Good,39.2623,-81.542,3
Germany,Pasewalk,34,Good,0,Good,34,Good,1,Good,32,Good,53.5,14,1
India,Patharia,184,Unhealthy,1,Good,39,Good,0,Good,184,Unhealthy,23.8992,79.1939,3
Ukraine,Pidhorodne,39,Good,1,Good,39,Good,2,Good,13,Good,48.5737,35.0966,1
United States of America,Pinole,56,Moderate,1,Good,13,Good,18,Good,56,Moderate,37.9931,-122.2833,3
Spain,Pinos Puente,24,Good,1,Good,24,Good,2,Good,16,Good,37.25,-3.75,1
Bulgaria,Plovdiv,46,Good,1,Good,41,Good,1,Good,46,Good,42.15,24.75,3
Philippines,Polomolok,41,Good,1,Good,17,Good,0,Good,41,Good,6.2167,125.0667,1
United States of America,Pompano Beach,78,Moderate,2,Good,12,Good,12,Good,78,Moderate,26.2428,-80.1312,2
Australia,Port Augusta,25,Good,0,Good,23,Good,1,Good,25,Good,-32.4925,137.7658,22
Japan,Shizukuishi,28,Good,1,Good,28,Good,1,Good,16,Good,39.6963,140.9758,1
Ukraine,Shostka,36,Good,1,Good,36,Good,0,Good,13,Good,51.8657,33.4766,0
Kazakhstan,Shymkent,74,Moderate,1,Good,46,Good,0,Good,74,Moderate,42.3167,69.5958,1
Germany,Siegen,49,Good,1,Good,26,Good,3,Good,49,Good,50.8833,8.0167,1
Honduras,Siguatepeque,71,Moderate,1,Good,5,Good,3,Good,71,Moderate,14.6,-87.8333,2
Brazil,Sobradinho,19,Good,1,Good,12,Good,1,Good,19,Good,-9.455,-40.8228,1
Thailand,Nong Khai,49,Good,0,Good,26,Good,0,Good,49,Good,17.8681,102.7444,1
United States of America,North Charleston,53,Moderate,1,Good,31,Good,7,Good,53,Moderate,32.9067,-80.0722,3
Russian Federation,Novaya Lyalya,51,Moderate,1,Good,30,Good,0,Good,51,Moderate,59.0667,60.6,0
Russian Federation,Novoshakhtinsk,38,Good,1,Good,38,Good,1,Good,12,Good,47.7667,39.9167,1
United Kingdom of Great Britain and Northern Ireland,Oldham,30,Good,1,Good,30,Good,3,Good,29,Good,53.5444,-2.1169,2
Italy,Soliera,101,Unhealthy,2,Good,27,Good,9,Good,101,Unhealthy for Sensitive Groups,44.7381,10.9245,1
Italy,Sora,43,Good,1,Good,42,Good,1,Good,43,Good,41.7167,13.6167,1
Brazil,Soure,52,Moderate,1,Good,16,Good,0,Good,52,Moderate,-0.7169,-48.5228,0
Brazil,Soure,52,Moderate,1,Good,16,Good,0,Good,52,Moderate,40.05,-8.6333,1
United States of America,South Daytona,61,Moderate,1,Good,24,Good,8,Good,61,Moderate,29.1657,-81.0055,1
United States of America,South Euclid,45,Good,1,Good,45,Good,4,Good,34,Good,41.524,-81.5245,4
Russian Federation,Sovetsk,34,Good,1,Good,33,Good,0,Good,34,Good,55.0808,21.8864,1
Russian Federation,Sovetsk,34,Good,1,Good,33,Good,0,Good,34,Good,57.5833,48.9833,0
South Africa,Stilfontein,175,Unhealthy,10,Good,17,Good,13,Good,175,Unhealthy,-26.8428,26.7744,78
China,Suihua,100,Unhealthy,2,Good,72,Moderate,1,Good,100,Unhealthy for Sensitive Groups,46.6384,126.9808,7
Angola,Sumbe,58,Moderate,2,Good,14,Good,1,Good,58,Moderate,-11.2053,13.8417,0
United States of America,Joppatowne,57,Moderate,1,Good,44,Good,4,Good,57,Moderate,39.4181,-76.3516,8
Guatemala,Jutiapa,82,Moderate,3,Good,5,Good,10,Good,82,Moderate,14.2917,-89.8958,2
Ukraine,Kalanchak,41,Good,1,Good,40,Good,0,Good,41,Good,46.2581,33.2843,1
India,Kalugumalai,52,Moderate,1,Good,29,Good,0,Good,52,Moderate,9.1494,77.7057,4
Russian Federation,Istra,47,Good,1,Good,30,Good,3,Good,47,Good,55.9167,36.8667,2
Brazil,Itaperuna,57,Moderate,2,Good,0,Good,5,Good,57,Moderate,-21.205,-41.8878,3
Brazil,Ivoti,55,Moderate,1,Good,13,Good,4,Good,55,Moderate,-29.5908,-51.1608,2
India,Jalalabad,500,Unhealthy,1,Good,48,Good,1,Good,500,Hazardous,35.88,74.493,5
United Kingdom of Great Britain and Northern Ireland,Jarrow,34,Good,0,Good,30,Good,1,Good,34,Good,54.9814,-1.49,1
India,Jasdan,155,Unhealthy,0,Good,33,Good,0,Good,155,Unhealthy,22.03,71.2,1
Viet Nam,Ho Chi Minh City,86,Moderate,2,Good,35,Good,2,Good,86,Moderate,10.7756,106.7019,4
Ukraine,Horodyshche,51,Moderate,1,Good,43,Good,0,Good,51,Moderate,49.2925,31.4581,1
China,Huainan,164,Unhealthy,4,Good,164,Unhealthy,8,Good,141,Unhealthy for Sensitive Groups,32.4831,117.0164,16
Germany,Hude,33,Good,1,Good,33,Good,2,Good,26,Good,53.1111,8.4625,2
Ecuador,Ibarra,30,Good,1,Good,8,Good,2,Good,30,Good,0.3627,-78.1307,1
Brazil,Iguaba Grande,61,Moderate,2,Good,33,Good,3,Good,61,Moderate,-22.8389,-42.2289,2
Russian Federation,Guryevsk,40,Good,1,Good,40,Good,1,Good,25,Good,54.2833,85.9333,1
Russian Federation,Guryevsk,40,Good,1,Good,40,Good,1,Good,25,Good,54.7833,20.6167,1
Belgium,Haaltert,40,Good,1,Good,24,Good,4,Good,40,Good,50.9,4,10
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,32.2942,-64.7839,0
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,43.2567,-79.8692,3
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,-37.7833,175.2833,3
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,55.777,-4.039,1
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,40.2046,-74.6765,3
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,39.3939,-84.5653,1
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,39.9432,-77.7327,3
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,-37.7333,142.0167,3
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,40.9334,-75.2844,3
United States of America,Hays,62,Moderate,1,Good,37,Good,1,Good,62,Moderate,38.8821,-99.3221,1
United States of America,Hercules,47,Good,1,Good,25,Good,8,Good,47,Good,38.0064,-122.2564,1
Netherlands,Schagen,38,Good,1,Good,38,Good,2,Good,34,Good,52.7833,4.8,2
Russian Federation,Sertolovo,34,Good,1,Good,34,Good,1,Good,21,Good,60.15,30.2167,1
Japan,Komae,52,Moderate,1,Good,52,Moderate,4,Good,50,Good,35.6348,139.5787,9
Switzerland,Konstanz,102,Unhealthy,1,Good,31,Good,2,Good,102,Unhealthy for Sensitive Groups,47.6667,9.1833,1
Ethiopia,Korem,156,Unhealthy,1,Good,28,Good,0,Good,156,Unhealthy,12.5,39.5167,1
Thailand,Kranuan,42,Good,0,Good,28,Good,0,Good,42,Good,16.7081,103.0811,1
Republic of North Macedonia,Kratovo,62,Moderate,1,Good,37,Good,0,Good,62,Moderate,42.0783,22.175,1
Republic of North Macedonia,Kratovo,62,Moderate,1,Good,37,Good,0,Good,62,Moderate,55.5911,38.1803,1
Pakistan,Kulachi,177,Unhealthy,2,Good,100,Unhealthy for Sensitive Groups,0,Good,177,Unhealthy,31.9286,70.4592,6
Russian Federation,Kuleshovka,37,Good,1,Good,37,Good,2,Good,17,Good,47.0833,39.5667,2
Russian Federation,Kurovskoye,31,Good,1,Good,31,Good,3,Good,26,Good,55.5833,38.9167,2
Australia,Kwinana,27,Good,0,Good,27,Good,1,Good,23,Good,-32.2394,115.7702,11
Nicaragua,La Paz Centro,39,Good,1,Good,16,Good,3,Good,39,Good,12.3397,-86.6758,1
Spain,La Rinconada,28,Good,1,Good,28,Good,2,Good,24,Good,37.4833,-5.9667,3
Spain,La Rinconada,28,Good,1,Good,28,Good,2,Good,24,Good,-14.6325,-69.4458,0
Germany,Lahnstein,52,Moderate,1,Good,24,Good,3,Good,52,Moderate,50.3011,7.6056,1
Italy,Laives,99,Moderate,1,Good,21,Good,5,Good,99,Moderate,46.4228,11.3348,1
United States of America,Lake Zurich,61,Moderate,2,Good,22,Good,20,Good,61,Moderate,42.1956,-88.087,2
Germany,Leichlingen,46,Good,1,Good,26,Good,3,Good,46,Good,51.1167,7.0167,3
United Kingdom,Llanelli,40,Good,1,Good,24,Good,2,Good,40,Good,51.684,-4.163,1
Germany,Lohne,38,Good,0,Good,34,Good,1,Good,38,Good,52.6667,8.2386,2
Belgium,Lommel,39,Good,1,Good,29,Good,3,Good,39,Good,51.2333,5.3167,1
United States,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,33.7977,-118.167,2
United States,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,40.5887,-73.666,1
United States,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,30.3608,-89.1651,1
Spain,Lorca,25,Good,1,Good,25,Good,1,Good,18,Good,37.6798,-1.6944,1
Philippines,Lutayan,53,Moderate,1,Good,24,Good,0,Good,53,Moderate,6.6,124.85,1
Switzerland,Lyss,80,Moderate,1,Good,29,Good,1,Good,80,Moderate,47.0667,7.3,0
Russian Federation,Lyubertsy,60,Moderate,1,Good,19,Good,15,Good,60,Moderate,55.6783,37.8944,43
Brazil,Mairi,22,Good,0,Good,13,Good,0,Good,22,Good,-11.7108,-40.1489,1
Syrian Arab Republic,Manbij,71,Moderate,1,Good,42,Good,0,Good,71,Moderate,36.5275,37.9553,9
China,Maoming,65,Moderate,1,Good,31,Good,3,Good,65,Moderate,21.6618,110.9178,4
Spain,Merida,29,Good,1,Good,29,Good,2,Good,20,Good,10.9098,124.5376,1
Mexico,Mexicali,37,Good,1,Good,21,Good,7,Good,37,Good,32.6633,-115.4678,1
Russian Federation,Mezhdurechensk,37,Good,1,Good,37,Good,0,Good,28,Good,53.6864,88.0703,0
United States of America,Miami Lakes,153,Unhealthy,4,Good,4,Good,20,Good,153,Unhealthy,25.9125,-80.3214,2
Germany,Michelstadt,54,Moderate,1,Good,33,Good,3,Good,54,Moderate,49.6786,9.0039,1
Russian Federation,Mikun,35,Good,1,Good,35,Good,0,Good,10,Good,62.3667,50.0833,0
Australia,Mildura,27,Good,0,Good,25,Good,0,Good,27,Good,-34.1889,142.1583,1
United States of America,Minden,63,Moderate,1,Good,20,Good,3,Good,63,Moderate,52.2883,8.9167,1
United States of America,Minden,63,Moderate,1,Good,20,Good,3,Good,63,Moderate,32.6187,-93.2762,1
Italy,Mirandola,124,Unhealthy,2,Good,28,Good,10,Good,124,Unhealthy for Sensitive Groups,44.8873,11.066,1
Brazil,Mirassol,39,Good,1,Good,10,Good,2,Good,39,Good,-20.8189,-49.5208,1
Malaysia,Miri,209,Unhealthy,67,Moderate,209,Very Unhealthy,2,Good,157,Unhealthy,4.3925,113.9861,96
Ethiopia,Mojo,95,Moderate,1,Good,26,Good,0,Good,95,Moderate,8.65,39.0833,1
Russian Federation,Monchegorsk,29,Good,1,Good,29,Good,0,Good,9,Good,67.9333,32.9167,2
United States of America,Mounds View,53,Moderate,1,Good,33,Good,9,Good,53,Moderate,45.1071,-93.2076,1
Malta,Naxxar,39,Good,1,Good,39,Good,2,Good,22,Good,35.915,14.4447,1
Colombia,Neira,73,Moderate,2,Good,4,Good,6,Good,73,Moderate,5.1664,-75.5189,1
Germany,Nidderau,51,Moderate,1,Good,26,Good,3,Good,51,Moderate,50.25,8.9,1
Cuba,Niquero,53,Moderate,1,Good,25,Good,0,Good,53,Moderate,20.0472,-77.5781,0
Australia,Karratha,22,Good,0,Good,22,Good,0,Good,9,Good,-20.7364,116.8464,5
Japan,Ishikawa,39,Good,1,Good,39,Good,2,Good,19,Good,37.1571,140.4468,2
Turkey,Isparta,49,Good,1,Good,33,Good,0,Good,49,Good,37.7647,30.5567,2
India,Khunti,185,Unhealthy,2,Good,70,Moderate,0,Good,185,Unhealthy,23.014,85.2724,17
Russian Federation,Khvalynsk,45,Good,1,Good,38,Good,0,Good,45,Good,52.4833,48.1,1
Mexico,Macuspana,165,Unhealthy,5,Good,6,Good,10,Good,165,Unhealthy,17.7667,-92.6,1
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,6.7667,125.1833,1
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,12.3117,121.1472,0
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,9.0167,125.1833,1
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,8.0333,123.9167,1
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,10.8667,121.05,0
United States of America,Marquette,34,Good,1,Good,34,Good,2,Good,29,Good,46.544,-87.4082,1
Japan,Masuda,44,Good,1,Good,44,Good,0,Good,32,Good,34.6667,131.85,3
Russian Federation,Maykop,57,Moderate,1,Good,38,Good,1,Good,57,Moderate,44.6,40.0833,1
United States of America,Mehlville,85,Moderate,2,Good,10,Good,19,Good,85,Moderate,38.5018,-90.3149,4
United States of America,Melville,65,Moderate,2,Good,14,Good,23,Good,65,Moderate,40.7824,-73.4088,3
Japan,Moriya,52,Moderate,1,Good,46,Good,4,Good,52,Moderate,35.9514,139.9754,17
India,Kalghatgi,50,Good,0,Good,23,Good,0,Good,50,Good,15.1832,74.971,1
United States of America,Yarmouth,37,Good,1,Good,37,Good,3,Good,19,Good,41.6756,-70.2242,0
United States of America,Yarmouth,37,Good,1,Good,37,Good,3,Good,19,Good,43.7978,-70.1719,1
Japan,Yoichi,39,Good,1,Good,39,Good,1,Good,14,Good,43.1953,140.7835,1
Japan,Yorii,86,Moderate,1,Good,86,Moderate,1,Good,67,Moderate,36.1183,139.193,7
Russian Federation,Zavolzhsk,55,Moderate,1,Good,24,Good,4,Good,55,Moderate,57.4667,42.15,1
Mexico,Zihuatanejo,36,Good,1,Good,17,Good,2,Good,36,Good,17.6444,-101.5511,2
Switzerland,Zug,54,Moderate,1,Good,22,Good,3,Good,54,Moderate,47.1681,8.5169,1
India,Tehri,103,Unhealthy,2,Good,69,Moderate,0,Good,103,Unhealthy for Sensitive Groups,30.38,78.48,17
United States of America,Tenafly,77,Moderate,2,Good,17,Good,21,Good,77,Moderate,40.9176,-73.9532,1
Germany,Tholey,65,Moderate,1,Good,30,Good,5,Good,65,Moderate,49.4833,7.0333,2
Algérie,Tigzirt,50,Good,4,Good,41,Good,16,Good,50,Good,36.8931,4.1225,2
China,Tongren,60,Moderate,2,Good,51,Moderate,0,Good,60,Moderate,27.7233,109.1885,4
Spain,Torrelodones,57,Moderate,1,Good,25,Good,3,Good,57,Moderate,40.5756,-3.9292,2
Russian Federation,Ukhta,44,Good,1,Good,33,Good,0,Good,44,Good,63.5667,53.7,0
Netherlands,Dronten,34,Good,0,Good,34,Good,1,Good,33,Good,52.5167,5.7167,1
Guatemala,El Palmar,108,Unhealthy,4,Good,10,Good,12,Good,108,Unhealthy for Sensitive Groups,14.65,-91.5833,1
Guatemala,El Palmar,108,Unhealthy,4,Good,10,Good,12,Good,108,Unhealthy for Sensitive Groups,8.0244,-61.8819,4
India,Ongole,83,Moderate,1,Good,33,Good,0,Good,83,Moderate,15.506,80.049,6
United States of America,Owasso,53,Moderate,1,Good,27,Good,5,Good,53,Moderate,36.2878,-95.8311,1
Colombia,Paipa,38,Good,1,Good,5,Good,4,Good,38,Good,5.8333,-73.15,1
Italia,Pozzallo,65,Moderate,1,Good,19,Good,7,Good,65,Moderate,36.7303,14.8467,2
South Africa,Prieska,81,Moderate,2,Good,17,Good,2,Good,81,Moderate,-29.6683,22.7439,2
Guatemala,Puerto Barrios,47,Good,1,Good,13,Good,1,Good,47,Good,15.73,-88.6,0
Canada,Quesnel,23,Good,1,Good,23,Good,0,Good,14,Good,52.9784,-122.4927,2
Ecuador,Quevedo,74,Moderate,3,Good,3,Good,7,Good,74,Moderate,-1.0333,-79.45,0
Germany,Radevormwald,34,Good,0,Good,24,Good,2,Good,34,Good,51.2,7.35,1
Germany,Rahden,35,Good,0,Good,27,Good,2,Good,35,Good,52.4167,8.6167,1
Malaysia,Raub,74,Moderate,1,Good,35,Good,0,Good,74,Moderate,3.7931,101.8569,2
United States of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate,47.6763,-122.1169,1
United States of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate,44.2612,-121.181,2
Chile,Rengo,115,Unhealthy,4,Good,1,Good,11,Good,115,Unhealthy for Sensitive Groups,-34.4167,-70.8667,1
Croatia,Rijeka,50,Good,1,Good,50,Good,0,Good,14,Good,45.3272,14.4411,1
Brazil,Rio Pomba,56,Moderate,1,Good,9,Good,3,Good,56,Moderate,-21.275,-43.1789,1
Uruguay,Rocha,24,Good,0,Good,24,Good,0,Good,11,Good,-34.4833,-54.35,0
United States of America,Rockford,59,Moderate,2,Good,20,Good,8,Good,59,Moderate,42.2596,-89.064,0
Germany,Rommerskirchen,30,Good,0,Good,25,Good,2,Good,30,Good,51.0347,6.6914,3
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good,10.3197,119.3408,5
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good,17.1167,121.6167,2
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good,12.5833,121.5,1
Russian Federation,Rybnoye,52,Moderate,1,Good,35,Good,2,Good,52,Moderate,54.7333,39.5167,2
Thailand,Sa Kaeo,46,Good,0,Good,29,Good,0,Good,46,Good,13.8206,102.0589,1
Philippines,Sagay,53,Moderate,1,Good,27,Good,0,Good,53,Moderate,10.9,123.4167,1
Philippines,Sagay,53,Moderate,1,Good,27,Good,0,Good,53,Moderate,9.1167,124.7167,4
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good,-31.3833,-57.95,1
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good,-23.2008,-47.2869,0
Germany,Salzgitter,37,Good,0,Good,30,Good,1,Good,37,Good,52.15,10.3333,2
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate,7.05,125.7333,1
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate,14.7678,120.5431,2
Philippines,San Simon,54,Moderate,1,Good,27,Good,0,Good,54,Moderate,14.998,120.78,4
Malaysia,Sandakan,48,Good,1,Good,19,Good,0,Good,48,Good,5.8388,118.1173,0
United States of America,West Jordan,56,Moderate,1,Good,6,Good,14,Good,56,Moderate,40.6024,-112.0008,1
United States of America,West Valley City,52,Moderate,1,Good,7,Good,13,Good,52,Moderate,40.6886,-112.0123,1
United States of America,Whitewater,72,Moderate,2,Good,9,Good,13,Good,72,Moderate,42.8372,-88.7341,1
Australia,Wollongong,24,Good,0,Good,24,Good,2,Good,19,Good,-34.4331,150.8831,0
Japan,Yachiyo,71,Moderate,1,Good,71,Moderate,2,Good,33,Good,35.7224,140.0999,11
Japan,Yachiyo,71,Moderate,1,Good,71,Moderate,2,Good,33,Good,36.1816,139.8911,9
Japan,Yuza,37,Good,1,Good,37,Good,0,Good,29,Good,39.0148,139.9088,2
Russian Federation,Zheleznovodsk,40,Good,1,Good,40,Good,1,Good,38,Good,44.1394,43.0169,1
Netherlands,Zoetermeer,34,Good,0,Good,34,Good,1,Good,28,Good,52.0667,4.5,4
Turkey,Zonguldak,36,Good,1,Good,36,Good,0,Good,20,Good,41.4564,31.7986,2
Netherlands,Papendrecht,34,Good,0,Good,34,Good,1,Good,27,Good,51.8333,4.6833,3
Brazil,Parnarama,26,Good,0,Good,13,Good,0,Good,26,Good,-5.6819,-43.0928,0
Italy,Pellezzano,56,Moderate,1,Good,56,Moderate,1,Good,50,Good,40.7333,14.7667,1
United Kingdom of Great Britain and Northern Ireland,Perth,37,Good,1,Good,22,Good,7,Good,37,Good,-31.9559,115.8606,22
United Kingdom of Great Britain and Northern Ireland,Perth,37,Good,1,Good,22,Good,7,Good,37,Good,56.3958,-3.4333,1
Italy,Pescara,70,Moderate,1,Good,35,Good,5,Good,70,Moderate,42.4643,14.2142,1
South Africa,Pietermaritzburg,215,Unhealthy,13,Good,3,Good,13,Good,215,Very Unhealthy,-29.6167,30.3833,65
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-26.87,-58.3,2
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-34.4588,-58.9142,3
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,12.9244,123.6756,1
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,11.4878,122.9956,1
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,14.6667,120.5667,1
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-9.5972,-35.9567,1
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,9.8333,124.3333,1
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-31.6833,-63.9,3
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,10.807,124.565,1
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,9.8639,126.1008,1
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,17.4168,120.5954,1
Brazil,Pitangueiras,149,Unhealthy,3,Good,4,Good,7,Good,149,Unhealthy for Sensitive Groups,-21.0094,-48.2217,2
Portugal,Ponta Delgada,21,Good,0,Good,21,Good,2,Good,12,Good,37.74,-25.67,0
France,Pontivy,40,Good,1,Good,27,Good,3,Good,40,Good,48.0686,-2.9628,1
United States of America,Port Arthur,29,Good,0,Good,24,Good,3,Good,29,Good,29.8554,-93.9264,1
United States of America,Glen Ellyn,67,Moderate,2,Good,17,Good,17,Good,67,Moderate,41.8666,-88.0629,1
United States of America,Glens Falls,64,Moderate,2,Good,17,Good,6,Good,64,Moderate,43.3109,-73.6458,1
United States of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate,41.5743,-85.8309,1
United States of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate,41.3817,-74.3498,0
Venezuela (Bolivarian Republic of),Guarenas,141,Unhealthy,1,Good,16,Good,7,Good,141,Unhealthy for Sensitive Groups,10.4739,-66.5383,0
Colombia,Guarne,101,Unhealthy,3,Good,5,Good,8,Good,101,Unhealthy for Sensitive Groups,6.28,-75.4427,1
Guatemala,Guatemala City,79,Moderate,2,Good,7,Good,6,Good,79,Moderate,14.6099,-90.5252,2
United Kingdom of Great Britain and Northern Ireland,Harrogate,32,Good,1,Good,32,Good,3,Good,15,Good,53.9919,-1.5378,1
Germany,Hattersheim,71,Moderate,2,Good,36,Good,5,Good,71,Moderate,50.0722,8.4864,2
Sri Lanka,Hatton,52,Moderate,1,Good,22,Good,1,Good,52,Moderate,6.8897,80.5981,22
United States of America,Herrin,63,Moderate,2,Good,27,Good,13,Good,63,Moderate,37.7983,-89.0305,2
United Kingdom of Great Britain and Northern Ireland,Hertford,32,Good,1,Good,32,Good,4,Good,23,Good,51.7966,-0.0774,1
China,Heze,201,Unhealthy,5,Good,201,Very Unhealthy,4,Good,159,Unhealthy,35.2333,115.4333,7
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,40.5006,-74.4283,3
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,42.1823,-87.8104,5
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,42.4052,-83.0977,5
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,32.8311,-96.8012,3
Germany,Ettenheim,67,Moderate,1,Good,27,Good,4,Good,67,Moderate,48.2556,7.8119,1
United States of America,Ewing,54,Moderate,2,Good,27,Good,10,Good,54,Moderate,40.265,-74.8006,3
Italy,Faenza,62,Moderate,1,Good,47,Good,2,Good,62,Moderate,44.2856,11.8833,1
Madagascar,Faratsiho,25,Good,0,Good,25,Good,0,Good,20,Good,-19.4,46.95,0
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good,-18.9333,47.4333,0
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good,-23.1167,47.5667,0
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good,-20.8667,46.8833,0
United States of America,Fort Hunt,51,Moderate,1,Good,27,Good,9,Good,51,Moderate,38.7361,-77.0589,5
United States of America,Pinewood,61,Moderate,1,Good,16,Good,13,Good,61,Moderate,25.8697,-80.2174,1
Philippines,Pangil,51,Moderate,1,Good,26,Good,2,Good,51,Moderate,14.4,121.4667,5
Pakistan,Pasrur,164,Unhealthy,3,Good,147,Unhealthy for Sensitive Groups,1,Good,164,Unhealthy,32.2681,74.6675,9
India,Pehowa,163,Unhealthy,3,Good,160,Unhealthy,1,Good,163,Unhealthy,29.98,76.58,5
Cuba,Artemisa,59,Moderate,1,Good,25,Good,2,Good,59,Moderate,22.8136,-82.7633,11
Russian Federation,Arzamas,29,Good,1,Good,29,Good,0,Good,20,Good,55.4,43.8167,1
Germany,Auerbach,29,Good,1,Good,28,Good,2,Good,29,Good,50.5094,12.4,2
Germany,Auerbach,29,Good,1,Good,28,Good,2,Good,29,Good,49.6833,11.6167,1
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good,-13.1631,-74.2244,0
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good,-37.1333,-58.4667,13
United Republic of Tanzania,Babati,35,Good,0,Good,16,Good,0,Good,35,Good,-4.2167,35.75,0
Germany,Bad Liebenwerda,32,Good,1,Good,32,Good,2,Good,29,Good,51.5167,13.4,1
Germany,Bad Schwalbach,34,Good,1,Good,34,Good,2,Good,30,Good,50.1333,8.0667,1
India,Badvel,101,Unhealthy,0,Good,33,Good,0,Good,101,Unhealthy for Sensitive Groups,14.75,79.05,2
United Republic of Tanzania,Bariadi,30,Good,0,Good,17,Good,0,Good,30,Good,-2.7919,33.9894,0
